SUBURB, id, month_year, total_offences
TENNYSON,1124,Apr-20,4
FINDON,1136,Apr-20,22
SEATON,1151,Apr-20,55
FULHAM,1163,Apr-20,6
FULHAM GARDENS,1175,Apr-20,18
WEST BEACH,1188,Apr-20,23
RENOWN PARK,119,Apr-20,10
FLINDERS PARK,1200,Apr-20,15
BROMPTON,1212,Apr-20,21
HINDMARSH,1224,Apr-20,11
NORTH PLYMPTON,1236,Apr-20,8
CAMDEN PARK,1248,Apr-20,11
PLYMPTON,1260,Apr-20,23
PLYMPTON PARK,1272,Apr-20,12
SOUTH PLYMPTON,1284,Apr-20,21
CLARENCE GARDENS,1296,Apr-20,4
MALVERN,1308,Apr-20,2
RIDLEYTON,131,Apr-20,8
UNLEY,1320,Apr-20,25
UNLEY PARK,1330,Apr-20,1
HAWTHORN,1353,Apr-20,7
KINGSWOOD,1366,Apr-20,8
GLENELG SOUTH,1377,Apr-20,6
OAKLANDS PARK,1389,Apr-20,48
COLONEL LIGHT GARDENS,1401,Apr-20,5
CUMBERLAND PARK,1413,Apr-20,9
DAW PARK,1425,Apr-20,5
WEST CROYDON,143,Apr-20,12
PANORAMA,1437,Apr-20,4
WESTBOURNE PARK,1449,Apr-20,3
WARRADALE,1461,Apr-20,17
DARLINGTON,1473,Apr-20,7
SEACOMBE GARDENS,1485,Apr-20,8
SEACOMBE HEIGHTS,1497,Apr-20,5
STURT,1509,Apr-20,16
BRIGHTON,1521,Apr-20,27
DOVER GARDENS,1533,Apr-20,4
HOVE,1545,Apr-20,8
ALLENBY GARDENS,155,Apr-20,4
NORTH BRIGHTON,1557,Apr-20,9
KESWICK TERMINAL,1568,Apr-20,6
GLANDORE,1580,Apr-20,13
KURRALTA PARK,1592,Apr-20,9
NETLEY,1603,Apr-20,6
MITCHELL PARK,1615,Apr-20,21
MORPHETTVILLE,1628,Apr-20,23
PARK HOLME,1640,Apr-20,14
GLENGOWRIE,1652,Apr-20,15
SOMERTON PARK,1664,Apr-20,25
BEVERLEY,167,Apr-20,10
GLENELG,1676,Apr-20,45
GLENELG EAST,1688,Apr-20,12
GLENELG NORTH,1700,Apr-20,26
SOUTH BRIGHTON,1713,Apr-20,11
KINGSTON PARK,1722,Apr-20,2
MARINO,1733,Apr-20,4
SEACLIFF,1745,Apr-20,12
SEACLIFF PARK,1757,Apr-20,7
SEAVIEW DOWNS,1769,Apr-20,15
BELLEVUE HEIGHTS,1781,Apr-20,1
KILKENNY,179,Apr-20,15
EDEN HILLS,1792,Apr-20,5
BLACKWOOD,1804,Apr-20,11
COROMANDEL VALLEY,1814,Apr-20,1
CRAIGBURN FARM,1826,Apr-20,5
HAWTHORNDENE,1834,Apr-20,2
BELAIR,1846,Apr-20,9
HYDE PARK,1869,Apr-20,4
NEWTON,1881,Apr-20,17
DERNANCOURT,1893,Apr-20,6
PARADISE,1905,Apr-20,9
OTTOWAY,191,Apr-20,16
ATHELSTONE,1917,Apr-20,10
LOWER MITCHAM,1929,Apr-20,5
ROSE PARK,1945,Apr-20,4
HEATHPOOL,1954,Apr-20,1
KENSINGTON,1965,Apr-20,6
KENSINGTON GARDENS,1976,Apr-20,1
KENSINGTON PARK,1988,Apr-20,8
LEABROOK,2000,Apr-20,2
MARRYATVILLE,2011,Apr-20,2
ST MORRIS,2023,Apr-20,2
PENNINGTON,203,Apr-20,25
TRINITY GARDENS,2034,Apr-20,3
COLLEGE PARK,2043,Apr-20,6
MARDEN,2064,Apr-20,9
PAYNEHAM,2076,Apr-20,3
PAYNEHAM SOUTH,2087,Apr-20,3
ROYSTON PARK,2098,Apr-20,5
AULDANA,2106,Apr-20,1
MAGILL,2117,Apr-20,8
EVANDALE,2139,Apr-20,3
ROSEWATER,215,Apr-20,51
HACKNEY,2151,Apr-20,2
MAYLANDS,2163,Apr-20,8
ST PETERS,2175,Apr-20,4
STEPNEY,2187,Apr-20,24
FELIXSTOW,2199,Apr-20,4
ADELAIDE,22,Apr-20,384
FIRLE,2211,Apr-20,8
GLYNDE,2223,Apr-20,3
MITCHAM,2235,Apr-20,2
NETHERBY,2246,Apr-20,2
SPRINGFIELD,2254,Apr-20,1
TORRENS PARK,2265,Apr-20,3
WINGFIELD,227,Apr-20,12
EASTWOOD,2277,Apr-20,25
FREWVILLE,2290,Apr-20,10
FULLARTON,2302,Apr-20,13
HIGHGATE,2312,Apr-20,2
PARKSIDE,2324,Apr-20,24
GLEN OSMOND,2336,Apr-20,15
GLENUNGA,2348,Apr-20,12
MYRTLE BANK,2362,Apr-20,5
ST GEORGES,2371,Apr-20,7
URRBRAE,2378,Apr-20,4
DULWICH,2390,Apr-20,5
ALBERT PARK,240,Apr-20,10
GLENSIDE,2402,Apr-20,25
LINDEN PARK,2414,Apr-20,4
TOORAK GARDENS,2426,Apr-20,3
TUSMORE,2436,Apr-20,5
BEAUMONT,2445,Apr-20,2
BURNSIDE,2456,Apr-20,3
ERINDALE,2466,Apr-20,3
HAZELWOOD PARK,2478,Apr-20,1
STONYFELL,2488,Apr-20,1
BEULAH PARK,2508,Apr-20,2
ALBERTON,252,Apr-20,19
KENT TOWN,2520,Apr-20,6
NORWOOD,2532,Apr-20,18
BEDFORD PARK,2544,Apr-20,9
CLOVELLY PARK,2557,Apr-20,14
PASADENA,2569,Apr-20,12
ST MARYS,2581,Apr-20,22
TONSLEY,2593,Apr-20,1
ASCOT PARK,2604,Apr-20,18
MARION,2616,Apr-20,24
PARA VISTA,2628,Apr-20,6
CHELTENHAM,264,Apr-20,9
VALLEY VIEW,2640,Apr-20,14
CAVAN,2652,Apr-20,9
DRY CREEK,2664,Apr-20,13
GEPPS CROSS,2676,Apr-20,15
MAWSON LAKES,2688,Apr-20,53
COLLINSWOOD,2701,Apr-20,7
GILBERTON,2713,Apr-20,7
MEDINDIE GARDENS,2735,Apr-20,1
NORTHFIELD,2744,Apr-20,12
HENDON,275,Apr-20,5
GILLES PLAINS,2771,Apr-20,22
GREENACRES,2783,Apr-20,31
HAMPSTEAD GARDENS,2795,Apr-20,5
HILLCREST,2807,Apr-20,15
MANNINGHAM,2819,Apr-20,6
OAKDEN,2831,Apr-20,15
KLEMZIG,2843,Apr-20,26
TERINGIE,2860,Apr-20,1
QUEENSTOWN,287,Apr-20,7
WOODFORDE,2870,Apr-20,2
HECTORVILLE,2882,Apr-20,8
ROSTREVOR,2894,Apr-20,11
TRANMERE,2906,Apr-20,20
CAMPBELLTOWN,2918,Apr-20,27
NAILSWORTH,2930,Apr-20,5
SEFTON PARK,2942,Apr-20,5
BLAIR ATHOL,2954,Apr-20,39
KILBURN,2966,Apr-20,66
CLEARVIEW,2979,Apr-20,19
ROYAL PARK,299,Apr-20,14
ENFIELD,2991,Apr-20,21
LIGHTSVIEW,3003,Apr-20,15
WINDSOR GARDENS,3015,Apr-20,13
HOLDEN HILL,3027,Apr-20,18
HIGHBURY,3039,Apr-20,9
HOPE VALLEY,3051,Apr-20,12
BANKSIA PARK,3063,Apr-20,5
TEA TREE GULLY,3075,Apr-20,8
VISTA,3084,Apr-20,1
MODBURY,3096,Apr-20,39
MODBURY HEIGHTS,3108,Apr-20,12
BIRKENHEAD,311,Apr-20,6
MODBURY NORTH,3120,Apr-20,8
SMITHFIELD,3134,Apr-20,78
SMITHFIELD PLAINS,3146,Apr-20,30
ULEYBURY,3155,Apr-20,4
KUDLA,3165,Apr-20,3
MUNNO PARA,3177,Apr-20,44
MUNNO PARA DOWNS,3188,Apr-20,3
SALISBURY HEIGHTS,3199,Apr-20,17
SALISBURY PARK,3211,Apr-20,12
SALISBURY PLAIN,3223,Apr-20,10
ETHELTON,323,Apr-20,12
BOLIVAR,3235,Apr-20,21
ELIZABETH VALE,3247,Apr-20,30
HILLBANK,3259,Apr-20,39
DAVOREN PARK,3271,Apr-20,102
EDINBURGH NORTH,3282,Apr-20,4
ELIZABETH DOWNS,3294,Apr-20,46
ELIZABETH NORTH,3306,Apr-20,40
ELIZABETH PARK,3318,Apr-20,38
BURTON,3330,Apr-20,26
DIREK,3342,Apr-20,5
GLANVILLE,335,Apr-20,5
GLOBE DERBY PARK,3353,Apr-20,1
ST KILDA,3360,Apr-20,1
WATERLOO CORNER,3371,Apr-20,14
EDINBURGH,3382,Apr-20,4
ELIZABETH,3394,Apr-20,89
NORTH ADELAIDE,34,Apr-20,26
ELIZABETH EAST,3406,Apr-20,48
ELIZABETH GROVE,3418,Apr-20,13
ELIZABETH SOUTH,3430,Apr-20,61
POORAKA,3442,Apr-20,35
GULFVIEW HEIGHTS,3454,Apr-20,3
PARA HILLS,3466,Apr-20,30
ANGLE PARK,347,Apr-20,9
PARA HILLS WEST,3478,Apr-20,33
REDWOOD PARK,3490,Apr-20,4
RIDGEHAVEN,3502,Apr-20,11
ST AGNES,3514,Apr-20,13
INGLE FARM,3526,Apr-20,36
WALKLEY HEIGHTS,3538,Apr-20,10
PARAFIELD,3550,Apr-20,13
SALISBURY SOUTH,3561,Apr-20,3
GREEN FIELDS,3571,Apr-20,2
PARAFIELD GARDENS,3583,Apr-20,65
FERRYDEN PARK,359,Apr-20,27
PARALOWIE,3595,Apr-20,72
SALISBURY,3608,Apr-20,73
SALISBURY DOWNS,3620,Apr-20,44
SALISBURY NORTH,3632,Apr-20,46
BRAHMA LODGE,3644,Apr-20,9
SALISBURY EAST,3656,Apr-20,24
VALE PARK,3668,Apr-20,3
WALKERVILLE,3680,Apr-20,7
FITZROY,3690,Apr-20,2
OVINGHAM,3701,Apr-20,2
REGENCY PARK,371,Apr-20,9
PROSPECT,3714,Apr-20,61
THORNGATE,3726,Apr-20,3
BROADVIEW,3738,Apr-20,28
WILLASTON,3764,Apr-20,9
BUCKLAND PARK,3773,Apr-20,1
VIRGINIA,3784,Apr-20,11
GAWLER EAST,3797,Apr-20,6
GAWLER SOUTH,3813,Apr-20,18
GAWLER WEST,3825,Apr-20,4
ST CLAIR,383,Apr-20,10
EYRE,3836,Apr-20,2
MACDONALD PARK,3845,Apr-20,7
PENFIELD,3853,Apr-20,3
MUNNO PARA WEST,3868,Apr-20,22
EVANSTON,3880,Apr-20,29
EVANSTON GARDENS,3892,Apr-20,14
EVANSTON PARK,3904,Apr-20,17
HILLIER,3920,Apr-20,1
ANGLE VALE,3931,Apr-20,28
GAWLER,3949,Apr-20,14
WOODVILLE,395,Apr-20,13
GAWLER BELT,3961,Apr-20,2
ANDREWS FARM,3973,Apr-20,31
BLAKEVIEW,3985,Apr-20,32
CRAIGMORE,3997,Apr-20,12
KINGSFORD,4026,Apr-20,1
WARD BELT,4038,Apr-20,1
PENFIELD GARDENS,4048,Apr-20,2
GOLDEN GROVE,4060,Apr-20,19
WOODVILLE PARK,407,Apr-20,5
GREENWITH,4072,Apr-20,3
FAIRVIEW PARK,4088,Apr-20,6
SURREY DOWNS,4100,Apr-20,10
YATALA VALE,4109,Apr-20,1
WYNN VALE,4118,Apr-20,4
HOUGHTON,4126,Apr-20,1
SHEIDOW PARK,4145,Apr-20,9
TROTT PARK,4157,Apr-20,4
ASHTON,4164,Apr-20,1
BASKET RANGE,4172,Apr-20,1
HEATHFIELD,4180,Apr-20,2
JUPITER CREEK,4184,Apr-20,1
BRIDGEWATER,4197,Apr-20,2
WOODVILLE SOUTH,420,Apr-20,18
MOUNT GEORGE,4201,Apr-20,1
CAREY GULLY,4253,Apr-20,5
LEAWOOD GARDENS,4258,Apr-20,1
CLELAND,4262,Apr-20,2
CRAFERS,4272,Apr-20,3
CRAFERS WEST,4281,Apr-20,2
STIRLING,4292,Apr-20,6
HEWETT,4316,Apr-20,2
WOODVILLE WEST,432,Apr-20,26
HALLETT COVE,4344,Apr-20,19
O'HALLORAN HILL,4356,Apr-20,3
ALDINGA,4374,Apr-20,8
ALDINGA BEACH,4386,Apr-20,25
PORT WILLUNGA,4398,Apr-20,8
PORT NOARLUNGA,4410,Apr-20,5
CHANDLERS HILL,4416,Apr-20,1
FLAGSTAFF HILL,4426,Apr-20,7
HAPPY VALLEY,4438,Apr-20,12
ATHOL PARK,444,Apr-20,17
LONSDALE,4450,Apr-20,25
OLD REYNELLA,4462,Apr-20,25
REYNELLA,4474,Apr-20,12
REYNELLA EAST,4486,Apr-20,2
PORT NOARLUNGA SOUTH,4498,Apr-20,13
NOARLUNGA CENTRE,4510,Apr-20,30
NOARLUNGA DOWNS,4522,Apr-20,15
OLD NOARLUNGA,4537,Apr-20,10
MOANA,4549,Apr-20,8
MANSFIELD PARK,456,Apr-20,19
SEAFORD,4561,Apr-20,28
ABERFOYLE PARK,4573,Apr-20,14
CLARENDON,4585,Apr-20,1
CHRISTIES BEACH,4602,Apr-20,48
O'SULLIVAN BEACH,4614,Apr-20,12
SEAFORD HEIGHTS,4626,Apr-20,4
SEAFORD MEADOWS,4638,Apr-20,17
SEAFORD RISE,4650,Apr-20,11
MASLIN BEACH,4662,Apr-20,3
BLEWITT SPRINGS,4668,Apr-20,1
WOODVILLE GARDENS,468,Apr-20,16
MCLAREN VALE,4685,Apr-20,7
WHITES VALLEY,4710,Apr-20,1
WILLUNGA,4719,Apr-20,2
PORT ELLIOT,4733,Apr-20,2
MIDDLETON,4745,Apr-20,2
SELLICKS BEACH,4756,Apr-20,8
NORMANVILLE,4768,Apr-20,4
RAPID BAY,4774,Apr-20,3
SECOND VALLEY,4781,Apr-20,1
WIRRINA COVE,4786,Apr-20,1
MOUNT COMPASS,4796,Apr-20,1
BOWDEN,48,Apr-20,17
WOODVILLE NORTH,480,Apr-20,14
ENCOUNTER BAY,4808,Apr-20,3
HAYBOROUGH,4819,Apr-20,5
HINDMARSH VALLEY,4826,Apr-20,3
BACK VALLEY,4831,Apr-20,1
KUITPO,4844,Apr-20,2
MEADOWS,4852,Apr-20,3
HINDMARSH TIERS,4862,Apr-20,2
MYPONGA,4871,Apr-20,2
PARAWA,4880,Apr-20,2
YANKALILLA,4895,Apr-20,5
GILLMAN,491,Apr-20,3
MORPHETT VALE,4922,Apr-20,151
WOODCROFT,4934,Apr-20,19
HACKHAM,4946,Apr-20,14
HACKHAM WEST,4958,Apr-20,18
HUNTFIELD HEIGHTS,4970,Apr-20,12
ONKAPARINGA HILLS,4980,Apr-20,2
CHRISTIE DOWNS,4992,Apr-20,22
CYGNET RIVER,5005,Apr-20,1
CURRENCY CREEK,5014,Apr-20,2
GOOLWA,5024,Apr-20,4
GOOLWA BEACH,5036,Apr-20,8
GOOLWA NORTH,5046,Apr-20,1
GOOLWA SOUTH,5058,Apr-20,1
AMATA,506,Apr-20,4
MOUNT JAGGED,5084,Apr-20,3
VICTOR HARBOR,5095,Apr-20,11
MUSTON,5100,Apr-20,1
BAUDIN BEACH,5103,Apr-20,2
BROWN BEACH,5105,Apr-20,2
KANGAROO HEAD,5106,Apr-20,1
PENNESHAW,5110,Apr-20,2
BOLTO,5132,Apr-20,2
CAURNAMONT,5138,Apr-20,1
FLAXMAN VALLEY,5160,Apr-20,1
MOUNT PLEASANT,5166,Apr-20,1
GUMERACHA,5188,Apr-20,3
KENTON VALLEY,5191,Apr-20,1
BIRDWOOD,5196,Apr-20,2
DUNCAN,5206,Apr-20,1
KINGSCOTE,5227,Apr-20,9
SEAL BAY,5239,Apr-20,2
IWANTJA,528,Apr-20,4
HAHNDORF,5282,Apr-20,8
BLAKISTON,5293,Apr-20,1
MANNUM,5302,Apr-20,8
KALKA,532,Apr-20,4
LITTLEHAMPTON,5328,Apr-20,3
TOTNESS,5339,Apr-20,4
BUGLE RANGES,5344,Apr-20,1
MOUNT BARKER,5354,Apr-20,53
TUNGKILLO,5374,Apr-20,1
MILENDELLA,5377,Apr-20,1
LENSWOOD,5381,Apr-20,1
KALTJITI,539,Apr-20,5
LOBETHAL,5391,Apr-20,1
BALHANNAH,5403,Apr-20,4
WOODSIDE,5431,Apr-20,2
WISTOW,5439,Apr-20,1
BRUKUNGA,5445,Apr-20,3
KANMANTOO,5451,Apr-20,1
NAIRNE,5461,Apr-20,8
BRINKLEY,5471,Apr-20,3
STRATHALBYN,5506,Apr-20,8
TOOPERANG,5512,Apr-20,1
MURRAY BRIDGE,5529,Apr-20,110
MURRAY BRIDGE EAST,5541,Apr-20,6
MIMILI,555,Apr-20,3
MURRAY BRIDGE SOUTH,5550,Apr-20,3
NORTHERN HEIGHTS,5556,Apr-20,2
CALLINGTON,5585,Apr-20,3
MONARTO SOUTH,5595,Apr-20,1
MYPOLONGA,5602,Apr-20,1
MURPUTJA,563,Apr-20,2
PURNONG,5630,Apr-20,1
WONGULLA,5640,Apr-20,1
NYAPARI,568,Apr-20,1
JERVOIS,5719,Apr-20,1
YUMALI,5742,Apr-20,2
COONAWARRA,5751,Apr-20,3
MENINGIE,5762,Apr-20,1
PIPALYATJARA,577,Apr-20,4
COONALPYN,5776,Apr-20,1
BORDERTOWN,5800,Apr-20,2
MILLICENT,5818,Apr-20,15
KINGSTON SE,5838,Apr-20,3
ROSETOWN,5844,Apr-20,1
ROBE,5864,Apr-20,1
MONBULLA,5874,Apr-20,2
NANGWARRY,5881,Apr-20,2
PUKATJA,589,Apr-20,3
PENOLA,5893,Apr-20,2
TILLEY SWAMP,5901,Apr-20,1
MOYHALL,5918,Apr-20,2
NARACOORTE,5928,Apr-20,7
PADTHAWAY,5935,Apr-20,1
TAILEM BEND,5962,Apr-20,11
UMUWA,598,Apr-20,3
WATERLOO,5986,Apr-20,1
MANOORA,5989,Apr-20,1
HANSON,5993,Apr-20,1
WEST HINDMARSH,60,Apr-20,6
BROUGHTON RIVER VALLEY,6007,Apr-20,2
TANTANOOLA,6021,Apr-20,2
SHEA-OAK LOG,6057,Apr-20,1
FREELING,6070,Apr-20,1
MOUNT GAMBIER,6093,Apr-20,103
ALLENDALE EAST,6100,Apr-20,2
BURRUNGULE,6105,Apr-20,1
LOXTON,6119,Apr-20,6
EDWARDSTOWN,612,Apr-20,46
ORROROO,6139,Apr-20,2
CARPENTER ROCKS,6147,Apr-20,1
CAVETON,6149,Apr-20,1
COMPTON,6153,Apr-20,3
EIGHT MILE CREEK,6160,Apr-20,1
PARINGA,6186,Apr-20,1
HAMILTON,6193,Apr-20,1
KAPUNDA,6202,Apr-20,5
SUTTONTOWN,6219,Apr-20,2
WANDILO,6223,Apr-20,1
WORROLONG,6233,Apr-20,3
MELROSE PARK,624,Apr-20,10
EMU DOWNS,6242,Apr-20,1
COOLTONG,6262,Apr-20,1
GLENCOE,6285,Apr-20,1
KONGORONG,6288,Apr-20,1
OB FLAT,6315,Apr-20,2
LAMEROO,6343,Apr-20,2
PARILLA,6350,Apr-20,2
CHAFFEY,6356,Apr-20,1
NOVAR GARDENS,636,Apr-20,7
QUORN,6368,Apr-20,1
BERRI,6394,Apr-20,16
LYRUP,6406,Apr-20,1
EUDUNDA,6414,Apr-20,2
GERANIUM,6432,Apr-20,1
WORLDS END,6437,Apr-20,1
PORT MACDONNELL,6463,Apr-20,2
NEW PORT,647,Apr-20,10
RENMARK,6475,Apr-20,20
RENMARK SOUTH,6491,Apr-20,1
RENMARK WEST,6501,Apr-20,1
RIVERTON,6527,Apr-20,1
CADELL,6589,Apr-20,3
PORT ADELAIDE,659,Apr-20,50
TRURO,6611,Apr-20,1
BORRIKA,6626,Apr-20,1
MORGAN,6640,Apr-20,2
ROWLAND FLAT,6650,Apr-20,2
TANUNDA,6660,Apr-20,7
PENRICE,6673,Apr-20,2
LARGS BAY,671,Apr-20,8
MOUNT BRYAN,6712,Apr-20,2
OWEN,6718,Apr-20,3
BALAKLAVA,6732,Apr-20,5
MARRABEL,6745,Apr-20,1
SADDLEWORTH,6751,Apr-20,1
BURRA,6764,Apr-20,5
WAIKERIE,6802,Apr-20,13
LARGS NORTH,683,Apr-20,9
CLARE,6834,Apr-20,6
MORPHETTS FLAT,6839,Apr-20,2
BLANCHETOWN,6859,Apr-20,3
GREENOCK,6874,Apr-20,1
MERIBAH,6882,Apr-20,1
ANGASTON,6902,Apr-20,2
DAVEYSTON,6913,Apr-20,2
NURIOOTPA,6931,Apr-20,9
SEPPELTSFIELD,6935,Apr-20,1
ANNADALE,6945,Apr-20,3
PETERHEAD,695,Apr-20,21
PETERBOROUGH,6963,Apr-20,3
LYNDOCH,6981,Apr-20,6
WILLIAMSTOWN,7000,Apr-20,3
CAMBRAI,7015,Apr-20,2
CUMMINS,7038,Apr-20,2
YEELANNA,7043,Apr-20,1
LOCK,7045,Apr-20,1
PORT AUGUSTA,7056,Apr-20,87
OSBORNE,707,Apr-20,9
PORT PIRIE,7073,Apr-20,10
PORT PIRIE SOUTH,7085,Apr-20,26
PORT PIRIE WEST,7097,Apr-20,8
RISDON PARK,7109,Apr-20,13
RISDON PARK SOUTH,7121,Apr-20,9
COWELL,7130,Apr-20,1
HART,7144,Apr-20,2
KADINA,7158,Apr-20,7
MATTA FLAT,7164,Apr-20,1
NEW TOWN,7172,Apr-20,2
WALLAROO MINES,7185,Apr-20,2
WILLAMULKA,7189,Apr-20,1
TAPEROO,719,Apr-20,22
CROYDON,72,Apr-20,4
WALLAROO,7248,Apr-20,16
TUMBY BAY,7263,Apr-20,2
PORT LINCOLN,7275,Apr-20,101
COFFIN BAY,7289,Apr-20,2
KIDMAN PARK,731,Apr-20,12
JAMESTOWN,7356,Apr-20,1
PORT HUGHES,7371,Apr-20,3
NINNES,7380,Apr-20,1
SMOKY BAY,7391,Apr-20,1
STREAKY BAY,7401,Apr-20,1
CEDUNA,7413,Apr-20,18
MELROSE,7422,Apr-20,1
MILE END,743,Apr-20,32
ARDROSSAN,7443,Apr-20,5
JAMES WELL,7450,Apr-20,1
MOONTA,7466,Apr-20,2
MOONTA BAY,7478,Apr-20,5
CLINTON,7487,Apr-20,1
PRICE,7491,Apr-20,3
NORTH MOONTA,7511,Apr-20,2
SHERINGA,7516,Apr-20,1
TIATUKIA,7520,Apr-20,1
NULLARBOR,7533,Apr-20,1
BOOKABIE,7545,Apr-20,1
MILE END SOUTH,755,Apr-20,7
KOONIBBA,7555,Apr-20,1
PORT GERMEIN,7563,Apr-20,1
WEEROONA ISLAND,7565,Apr-20,1
DUBLIN,7577,Apr-20,2
LEWISTON,7587,Apr-20,2
MIDDLE BEACH,7605,Apr-20,2
TWO WELLS,7618,Apr-20,11
KOORINE,7648,Apr-20,1
PORT AUGUSTA WEST,7667,Apr-20,32
THEBARTON,767,Apr-20,12
BUMBUNGA,7681,Apr-20,1
CRYSTAL BROOK,7690,Apr-20,3
SOLOMONTOWN,7703,Apr-20,7
WHYALLA,7716,Apr-20,22
WHYALLA PLAYFORD,7728,Apr-20,23
MULLAQUANA,7744,Apr-20,1
WHYALLA NORRIE,7755,Apr-20,76
WHYALLA STUART,7767,Apr-20,74
SNOWTOWN,7776,Apr-20,4
WOKURNA,7780,Apr-20,1
HARDWICKE BAY,7786,Apr-20,1
TORRENSVILLE,779,Apr-20,11
THE PINES,7797,Apr-20,2
THEVENARD,7814,Apr-20,2
YALATA,7830,Apr-20,1
MINLATON,7843,Apr-20,1
CLEVE,7855,Apr-20,1
TELOWIE,7878,Apr-20,1
PARHAM,7882,Apr-20,1
THOMPSON BEACH,7890,Apr-20,1
KIMBA,7907,Apr-20,1
BROOKLYN PARK,791,Apr-20,7
SOUTH GAP,7922,Apr-20,2
WARNERTOWN,7928,Apr-20,1
PORT WAKEFIELD,7947,Apr-20,2
MAITLAND,7969,Apr-20,1
PORT VICTORIA,7986,Apr-20,3
STIRLING NORTH,7998,Apr-20,5
NAPPERBY,8021,Apr-20,1
CLARENCE PARK,803,Apr-20,8
WHYALLA BARSON,8033,Apr-20,5
WHYALLA JENKINS,8049,Apr-20,4
IRON KNOB,8062,Apr-20,1
STANSBURY,8098,Apr-20,1
ELLISTON,8108,Apr-20,2
DAVENPORT,8128,Apr-20,1
EDITHBURGH,8144,Apr-20,1
GOODWOOD,815,Apr-20,12
REEVES PLAINS,8208,Apr-20,4
LOCHIEL,8211,Apr-20,1
KULPARA,8233,Apr-20,1
THRINGTON,8246,Apr-20,2
KINGS PARK,825,Apr-20,1
BOORS PLAIN,8252,Apr-20,1
JERUSALEM,8260,Apr-20,3
EDILLILIE,8279,Apr-20,1
LEIGH CREEK,8299,Apr-20,5
LYNDHURST,8305,Apr-20,1
PINNAROO,8316,Apr-20,1
ADELAIDE AIRPORT,8347,Apr-20,10
GARDEN ISLAND,8352,Apr-20,1
MILLSWOOD,837,Apr-20,4
GLOSSOP,8370,Apr-20,2
BARMERA,8382,Apr-20,6
CROYDON PARK,84,Apr-20,21
COOBER PEDY,8480,Apr-20,18
WAYVILLE,849,Apr-20,14
MARLA,8500,Apr-20,1
ROXBY DOWNS,8523,Apr-20,11
ASHFORD,861,Apr-20,2
BLACK FOREST,873,Apr-20,11
EVERARD PARK,885,Apr-20,3
FORESTVILLE,897,Apr-20,6
WELLAND,9,Apr-20,6
KESWICK,909,Apr-20,3
LOCKLEYS,921,Apr-20,3
UNDERDALE,933,Apr-20,9
COWANDILLA,945,Apr-20,5
HILTON,957,Apr-20,12
DEVON PARK,96,Apr-20,6
MARLESTON,969,Apr-20,7
RICHMOND,981,Apr-20,6
WEST RICHMOND,993,Apr-20,2
NORTH HAVEN,1004,May-20,24
EXETER,1017,May-20,7
SEMAPHORE,1029,May-20,10
SEMAPHORE PARK,1041,May-20,15
SEMAPHORE SOUTH,1053,May-20,1
DUDLEY PARK,106,May-20,6
WEST LAKES SHORE,1065,May-20,5
WEST LAKES,1077,May-20,22
GRANGE,1089,May-20,21
HENLEY BEACH,1101,May-20,12
HENLEY BEACH SOUTH,1113,May-20,5
TENNYSON,1123,May-20,1
FINDON,1135,May-20,30
FINDON,1142,May-20,1
SEATON,1150,May-20,48
FULHAM,1162,May-20,4
FULHAM GARDENS,1174,May-20,10
RENOWN PARK,118,May-20,8
WEST BEACH,1187,May-20,9
FLINDERS PARK,1199,May-20,16
BROMPTON,1211,May-20,30
HINDMARSH,1223,May-20,6
NORTH PLYMPTON,1235,May-20,5
CAMDEN PARK,1247,May-20,15
PLYMPTON,1259,May-20,30
PLYMPTON PARK,1271,May-20,17
SOUTH PLYMPTON,1283,May-20,8
CLARENCE GARDENS,1295,May-20,2
RIDLEYTON,130,May-20,5
MALVERN,1307,May-20,1
UNLEY,1319,May-20,18
BROWN HILL CREEK,1334,May-20,1
CLAPHAM,1341,May-20,2
HAWTHORN,1352,May-20,2
KINGSWOOD,1365,May-20,5
OAKLANDS PARK,1388,May-20,56
COLONEL LIGHT GARDENS,1400,May-20,2
CUMBERLAND PARK,1412,May-20,4
WEST CROYDON,142,May-20,6
DAW PARK,1424,May-20,5
PANORAMA,1436,May-20,4
WESTBOURNE PARK,1448,May-20,3
WARRADALE,1460,May-20,4
DARLINGTON,1472,May-20,11
SEACOMBE GARDENS,1484,May-20,3
SEACOMBE HEIGHTS,1496,May-20,4
STURT,1508,May-20,13
BRIGHTON,1520,May-20,20
DOVER GARDENS,1532,May-20,5
ALLENBY GARDENS,154,May-20,4
HOVE,1544,May-20,5
NORTH BRIGHTON,1556,May-20,1
KESWICK TERMINAL,1567,May-20,2
GLANDORE,1579,May-20,6
KURRALTA PARK,1591,May-20,7
NETLEY,1602,May-20,8
MITCHELL PARK,1614,May-20,29
MORPHETTVILLE,1627,May-20,17
PARK HOLME,1639,May-20,9
GLENGOWRIE,1651,May-20,7
BEVERLEY,166,May-20,10
SOMERTON PARK,1663,May-20,10
GLENELG,1675,May-20,26
GLENELG EAST,1687,May-20,7
GLENELG NORTH,1699,May-20,20
SOUTH BRIGHTON,1712,May-20,9
KINGSTON PARK,1721,May-20,2
MARINO,1732,May-20,4
SEACLIFF,1744,May-20,5
SEACLIFF PARK,1756,May-20,2
SEAVIEW DOWNS,1768,May-20,11
KILKENNY,178,May-20,25
BELLEVUE HEIGHTS,1780,May-20,2
EDEN HILLS,1791,May-20,5
